author/canDm,author/canMediaTag,author/coverPicture,author/createdAt,author/description,author/entities/url/urls/0/display_url,author/entities/url/urls/0/indices/0,author/entities/url/urls/0/indices/1,author/entities/url/urls/0/url,author/favouritesCount,author/followers,author/following,author/hasCustomTimelines,author/id,author/isBlueVerified,author/isTranslator,author/isVerified,author/location,author/mediaCount,author/name,author/possiblySensitive,author/profilePicture,author/status,author/statusesCount,author/twitterUrl,author/type,author/url,author/userName,author/verifiedType,createdAt,text,media/0,media/1,media/2,media/3,twitterUrl,inReplyToUsername,isReply,isQuote
False,True,https://pbs.twimg.com/profile_banners/109762193/1705663601,Sat Jan 30 04:56:21 +0000 2010,"“Tuanku ya Rakyat, Jabatan cuma Mandat”",ganjarpranowo.com,0,23,https://t.co/vzE06XowWb,169,3612350,3626,False,109762193,True,False,False,Indonesia,9880,Ganjar Pranowo,False,https://pbs.twimg.com/profile_images/1809279369778810880/wUv20LZv_normal.jpg,,149681,https://twitter.com/ganjarpranowo,user,https://x.com/ganjarpranowo,ganjarpranowo,,Tue Jan 31 15:37:09 +0000 2023,"Pergolakan pemikiran, perdebatan bahkan berbagai persoalan bukannya memperlemah tapi justru jadi bumbu yang semakin meneguhkan kekuatan dan kemaslahatannya. Selamat Harlah untuk Nahdlatul Ulama. 

Teruslah berjuang mendampingi bangsa  dan menjaga nilai luhur Bhineka Tunggal Ika.",,,,,https://twitter.com/ganjarpranowo/status/1620446091631296513,ganjarpranowo,True,False
False,True,https://pbs.twimg.com/profile_banners/109762193/1705663601,Sat Jan 30 04:56:21 +0000 2010,"“Tuanku ya Rakyat, Jabatan cuma Mandat”",ganjarpranowo.com,0,23,https://t.co/vzE06XowWb,169,3612350,3626,False,109762193,True,False,False,Indonesia,9880,Ganjar Pranowo,False,https://pbs.twimg.com/profile_images/1809279369778810880/wUv20LZv_normal.jpg,,149681,https://twitter.com/ganjarpranowo,user,https://x.com/ganjarpranowo,ganjarpranowo,,Tue Jan 31 15:37:00 +0000 2023,Tidak banyak organisasi yang mampu bertahan sekian lama bahkan mencapai satu abad. Dan Nahdlatul Ulama mampu membuktikan bahwa sampai sekarang eksistensinya masih sangat erat dalam laku beragama maupun bernegara. https://t.co/9Kolbs6xZF,https://pbs.twimg.com/media/Fnz7FqgaIAIbW1F.jpg,,,,https://twitter.com/ganjarpranowo/status/1620446054595571712,,False,False
False,True,https://pbs.twimg.com/profile_banners/109762193/1705663601,Sat Jan 30 04:56:21 +0000 2010,"“Tuanku ya Rakyat, Jabatan cuma Mandat”",ganjarpranowo.com,0,23,https://t.co/vzE06XowWb,169,3612350,3626,False,109762193,True,False,False,Indonesia,9880,Ganjar Pranowo,False,https://pbs.twimg.com/profile_images/1809279369778810880/wUv20LZv_normal.jpg,,149681,https://twitter.com/ganjarpranowo,user,https://x.com/ganjarpranowo,ganjarpranowo,,Tue Jan 31 14:18:10 +0000 2023,"Selalu ada hal yg mengejutkan dan menyenangkan setiap kali menghadiri acaranya NU. Nyenengke. 

Alhamdulillah bisa menjadi bagian dlm Apel Abadan memperingati satu abad Nahdlatul Ulama di Kab. Temanggung. Terus jaga kerukunan agar kita bisa beragama dan bernegara dengan bahagia.",,,,,https://twitter.com/ganjarpranowo/status/1620426214514249728,ganjarpranowo,True,False
False,True,https://pbs.twimg.com/profile_banners/109762193/1705663601,Sat Jan 30 04:56:21 +0000 2010,"“Tuanku ya Rakyat, Jabatan cuma Mandat”",ganjarpranowo.com,0,23,https://t.co/vzE06XowWb,169,3612350,3626,False,109762193,True,False,False,Indonesia,9880,Ganjar Pranowo,False,https://pbs.twimg.com/profile_images/1809279369778810880/wUv20LZv_normal.jpg,,149681,https://twitter.com/ganjarpranowo,user,https://x.com/ganjarpranowo,ganjarpranowo,,Tue Jan 31 14:17:42 +0000 2023,"Wah luar biasa ini, jarang banget lho anak-anak kita yg bercita-cita jadi Menteri Pendidikan, apalagi dia ini adalah santri. Wah keren banget. Yg penting belajar yg rajin dan jangan mudah mengeluh ya. https://t.co/OxoH2awB9f",https://pbs.twimg.com/ext_tw_video_thumb/1620425584068399109/pu/img/GB8CEiX4VNDwS_GP.jpg,,,,https://twitter.com/ganjarpranowo/status/1620426097145040896,,False,False
False,True,https://pbs.twimg.com/profile_banners/109762193/1705663601,Sat Jan 30 04:56:21 +0000 2010,"“Tuanku ya Rakyat, Jabatan cuma Mandat”",ganjarpranowo.com,0,23,https://t.co/vzE06XowWb,169,3612350,3626,False,109762193,True,False,False,Indonesia,9880,Ganjar Pranowo,False,https://pbs.twimg.com/profile_images/1809279369778810880/wUv20LZv_normal.jpg,,149681,https://twitter.com/ganjarpranowo,user,https://x.com/ganjarpranowo,ganjarpranowo,,Tue Jan 31 12:16:54 +0000 2023,"Orang NU selalu punya cara yang asyik untuk mensyukuri sesuatu. 

Sebagaimana mereka merayakan dan mensyukuri hari lahir organisasinya yang sudah berusia satu abad ini. https://t.co/BkVog72F3H",https://pbs.twimg.com/ext_tw_video_thumb/1620395401252859905/pu/img/sGFIi7_hGwACEE58.jpg,,,,https://twitter.com/ganjarpranowo/status/1620395699249745922,,False,False
False,True,https://pbs.twimg.com/profile_banners/109762193/1705663601,Sat Jan 30 04:56:21 +0000 2010,"“Tuanku ya Rakyat, Jabatan cuma Mandat”",ganjarpranowo.com,0,23,https://t.co/vzE06XowWb,169,3612350,3626,False,109762193,True,False,False,Indonesia,9880,Ganjar Pranowo,False,https://pbs.twimg.com/profile_images/1809279369778810880/wUv20LZv_normal.jpg,,149681,https://twitter.com/ganjarpranowo,user,https://x.com/ganjarpranowo,ganjarpranowo,,Tue Jan 31 08:35:23 +0000 2023,"Yang sore ini mau bertanding, semalam bertandang dulu ke rumah dinas gubernur. 

Ada Kang Herru Cs dr Viking mewakili Bobotoh Persib dan Mas Galih dkk dari Panser Biru mewakili suporter PSIS. 

Menang kalah biarlah ditentukan di lapangan tapi suporter dimanapun tetap seduluran. https://t.co/gP168acJmt",https://pbs.twimg.com/ext_tw_video_thumb/1620339796865589250/pu/img/gWUgU8MNzxB3mhvW.jpg,,,,https://twitter.com/ganjarpranowo/status/1620339953208295424,,False,False
False,True,https://pbs.twimg.com/profile_banners/109762193/1705663601,Sat Jan 30 04:56:21 +0000 2010,"“Tuanku ya Rakyat, Jabatan cuma Mandat”",ganjarpranowo.com,0,23,https://t.co/vzE06XowWb,169,3612350,3626,False,109762193,True,False,False,Indonesia,9880,Ganjar Pranowo,False,https://pbs.twimg.com/profile_images/1809279369778810880/wUv20LZv_normal.jpg,,149681,https://twitter.com/ganjarpranowo,user,https://x.com/ganjarpranowo,ganjarpranowo,,Tue Jan 31 07:36:52 +0000 2023,Kalau kamu sudah nanam berapa pohon bulan ini? https://t.co/CEbJiCjWIC,https://pbs.twimg.com/ext_tw_video_thumb/1620325004373266438/pu/img/yIS_6cR9IqDtdvJK.jpg,,,,https://twitter.com/ganjarpranowo/status/1620325223739584513,,False,False
False,True,https://pbs.twimg.com/profile_banners/109762193/1705663601,Sat Jan 30 04:56:21 +0000 2010,"“Tuanku ya Rakyat, Jabatan cuma Mandat”",ganjarpranowo.com,0,23,https://t.co/vzE06XowWb,169,3612350,3626,False,109762193,True,False,False,Indonesia,9880,Ganjar Pranowo,False,https://pbs.twimg.com/profile_images/1809279369778810880/wUv20LZv_normal.jpg,,149681,https://twitter.com/ganjarpranowo,user,https://x.com/ganjarpranowo,ganjarpranowo,,Tue Jan 31 06:06:04 +0000 2023,"Apel Abadan Satu Abad sebagai ungkapan syukur atas nikmat bisa berkhidmad di NU. 

Mari terus rawat persatuan ini untuk agama, Indonesia bahkan dunia. Shollu 'alannabi Muhammad. https://t.co/rhExhR9zmR",https://pbs.twimg.com/media/Fnx4aifaQAA3LaR.jpg,https://pbs.twimg.com/media/Fnx4ahpacAEnATm.jpg,https://pbs.twimg.com/media/Fnx4aiEaMAA8U9x.jpg,https://pbs.twimg.com/media/Fnx4aiBaUAAiudy.jpg,https://twitter.com/ganjarpranowo/status/1620302372991045635,ganjarpranowo,True,False
False,True,https://pbs.twimg.com/profile_banners/109762193/1705663601,Sat Jan 30 04:56:21 +0000 2010,"“Tuanku ya Rakyat, Jabatan cuma Mandat”",ganjarpranowo.com,0,23,https://t.co/vzE06XowWb,169,3612350,3626,False,109762193,True,False,False,Indonesia,9880,Ganjar Pranowo,False,https://pbs.twimg.com/profile_images/1809279369778810880/wUv20LZv_normal.jpg,,149681,https://twitter.com/ganjarpranowo,user,https://x.com/ganjarpranowo,ganjarpranowo,,Tue Jan 31 06:00:36 +0000 2023,"Waah tumplek blek sedulur-sedulur nahdliyin Kab. Temanggung merayakan satu abad NU. 

Spiritnya, semangat dan persatuannya luar biasa. Yang struktural sampai badan otonom tumpah ruah di Alun-alun Temanggung. https://t.co/7iFu01yZ6W",https://pbs.twimg.com/media/Fnx3JxfaAAAd19T.jpg,https://pbs.twimg.com/media/Fnx3JxFaEAI_UsU.jpg,https://pbs.twimg.com/media/Fnx3JxVaYAAv2KJ.jpg,https://pbs.twimg.com/media/Fnx3JxPakAAHTtP.jpg,https://twitter.com/ganjarpranowo/status/1620300997385150465,,False,False
False,True,https://pbs.twimg.com/profile_banners/109762193/1705663601,Sat Jan 30 04:56:21 +0000 2010,"“Tuanku ya Rakyat, Jabatan cuma Mandat”",ganjarpranowo.com,0,23,https://t.co/vzE06XowWb,169,3612350,3626,False,109762193,True,False,False,Indonesia,9880,Ganjar Pranowo,False,https://pbs.twimg.com/profile_images/1809279369778810880/wUv20LZv_normal.jpg,,149681,https://twitter.com/ganjarpranowo,user,https://x.com/ganjarpranowo,ganjarpranowo,,Tue Jan 31 01:46:02 +0000 2023,"Temen-temen Komunitas Satu Hati Klaten ini memang keren dan kreatif. Ada saja upaya dan usaha yang dilakukan. Selain semangat, pasedulurannya juga sangat luar biasa. Salam buat keluarga ya temen2.",,,,,https://twitter.com/ganjarpranowo/status/1620236935393587200,ganjarpranowo,True,False
